"country";"iucn_cat";"count";"area_ha"
"SLE";"Not Reported";29;215550.800679939
"SLE";"VI";1;21183.4913619195
"SLV";"II";1;1399.94897468322
"SLV";"Not Applicable";5;144420.738137489
"SLV";"Not Reported";142;98420.572516186
"SPM";"IV";1;1350.98760866894
"SRB";"Ia";3;33.8720531914537
"SRB";"Ib";1;44.0343078500317
"SRB";"II";2;116975.360016381
"SRB";"III";61;7870.8717513222
"SRB";"IV";21;157443.824648997
"SRB";"Not Reported";50;241261.743052294
"SRB";"V";20;184099.641451524
"SRB";"VI";2;15857.8199070125
"SSD";"II";2;1642834.40553091
"STP";"Not Reported";2;30343.8683905691
"SUR";"II";2;1173557.00134336
"SUR";"IV";5;214850.071371968
"SUR";"Not Applicable";1;1616417.47117145
"SUR";"Not Reported";4;127334.711045101
"SVK";"Ib";628;177728.638108972
"SVK";"II";9;230336.65412021
"SVK";"III";315;139798.174333231
"SVK";"IV";178;92605.9355259428
"SVK";"Not Applicable";433;1839797.6499863
"SVK";"Not Reported";40;486521.987456717
"SVK";"V";14;7767.72752336602
"SVN";"Ia";5;208.087880234348
"SVN";"Ib";50;7228.12199314853
"SVN";"II";1;83979.4547238762
"SVN";"III";336;18789.8541033039
"SVN";"IV";1;63.4039610640074
"SVN";"Not Applicable";288;1103107.0559112
"SVN";"Not Reported";648;2415278.37948431
"SVN";"V";42;158615.706730102
"SWE";"Ia";2410;566097.047733395
"SWE";"Ib";109;2934645.06884003
"SWE";"II";18;682979.204570428
"SWE";"III";276;21249.8087040901
"SWE";"IV";929;77391.410627651
"SWE";"Not Applicable";4028;7133985.26970508
"SWE";"Not Reported";8169;485396.09493021
"SWE";"V";141;271915.318699519
"SWZ";"IV";2;35662.9140111494
"SWZ";"VI";2;16641.6038448715
"SYC";"Not Applicable";1;6.93639822799418
"TCA";"IV";1;97.378188191221
"TCA";"V";4;9.49313439781447
"TCD";"II";3;473977.350229709
"TCD";"IV";7;11381077.1407369
"TCD";"Not Applicable";3;378415.286956994
"TCD";"Not Reported";1;2856004.87543736
"TGO";"II";3;337898.151429901
"TGO";"IV";4;72234.592007867
"TGO";"Not Applicable";2;105211.756169931
"TGO";"Not Reported";52;177294.855640249
"THA";"Ia";58;3703229.66516569
"THA";"II";122;6757145.655099
"THA";"Not Applicable";5;1876181.2150367
"TJK";"Ia";3;97207.9445945299
"TJK";"II";2;315500.323914564
"TJK";"IV";10;178221.669013422
"TJK";"Not Applicable";1;2537020.09697029
"TKM";"Ia";8;1103607.69313409
"TKM";"IV";8;516391.692176859
"TKM";"Not Applicable";1;41249.9140074159
"TKM";"Not Reported";13;971602.078624114
"TLS";"Not Reported";25;140996.745526794
"TTO";"Not Reported";37;131561.342432773
"TUN";"II";3;27973.4169318274
"TUN";"Not Applicable";3;35530.405938252
"TUR";"Ia";4;2619.41477681599
"TUR";"II";6;188481.735374923
"TUR";"IV";11;168265.597133567
"TUR";"Not Applicable";11;148427.488985003
"TUR";"Not Reported";19;7016.85696994219
"TUR";"V";3;21005.3271211643
"TUR";"VI";1;23214.3442634945
"TWN";"Ia";8;93305.8491054919
"TWN";"II";3;193258.923804907
"TZA";"Ib";10;68075.8902021563
"TZA";"II";12;5016947.36342764
"TZA";"III";1;174.33058003114
"TZA";"IV";68;11161481.9719264
"TZA";"Not Applicable";7;11628061.5736273
"TZA";"Not Reported";475;14107855.7530952
"TZA";"VI";18;1268567.39015915
"UGA";"II";10;1125979.42956108
"UGA";"III";11;827762.201675598
"UGA";"IV";1;18670.6343779223
"UGA";"Not Applicable";8;628705.75959272
"UGA";"Not Reported";661;1234352.99018406
"UGA";"VI";12;496921.399502024
"UKR";"Ia";13;224911.568194109
"UKR";"II";8;517566.44479509
"UKR";"III";205;39446.1515702112
"UKR";"IV";1002;717670.662720727
"UKR";"Not Applicable";4;119705.980973859
"UKR";"V";19;321601.703290369
"UKR,DEU,SVK";"Not Applicable";1;28943.1596023669
"URY";"II";2;7410.28087875833
"URY";"III";1;15.1357388256794
"URY";"IV";1;1250.21693898374
"URY";"Not Reported";1;743.190821478277
"URY";"V";4;109377.239103247
"URY";"VI";1;41548.2311149147
"USA";"Ia";1127;684970.176538574
"USA";"Ib";1321;44357837.9660719
"USA";"II";213;8055199.24282521
"USA";"III";505;2729174.96000131
"USA";"IV";6784;20528833.0692007
"USA";"Not Applicable";28;4517843.92933734
"USA";"Not Reported";66;43556.5808951412
"USA";"V";11608;23023847.3321828
"USA";"VI";517;2010631.46994202
"USA,CAN";"Not Applicable";1;457960.677008707
"UZB";"Ia";7;215351.73013765
"UZB";"II";2;669423.582063628
"UZB";"IV";1;8794.97275181167
"VEN";"II";27;11123049.4170761
"VEN";"III";10;5160548.12743889
"VEN";"IV";6;140370.622341781
"VEN";"Not Applicable";1;2882841.76325341
"VEN";"Not Reported";8;2766820.40080385
"VEN";"V";40;9655612.94552292
"VEN";"VI";10;16460059.1159715
"VGB";"II";1;109.138427992448
"VIR";"Not Reported";1;45.4371493331314
"VNM";"II";13;436889.548819102
"VNM";"IV";33;1232357.74716919
"VNM";"Not Applicable";17;2227609.51890235
"VNM";"Not Reported";44;941067.228330164
"VNM";"V";25;182347.604780693
"VUT";"Not Reported";4;36253.7260379199
"VUT";"VI";1;2961.12837112265
"WSM";"II";1;4755.63252777293
"XKX";"Ia";8;1184.58276459711
"XKX";"Ib";2;241.656689181393
"XKX";"II";2;116316.834325751
"XKX";"III";11;5670.10344002468
"XKX";"V";3;1105.33084427652
"ZAF";"Ia";1;167.778952914489
"ZAF";"Ib";3;114329.255971847
"ZAF";"II";33;1898366.14800399
"ZAF";"III";1;96.261486941771
"ZAF";"IV";175;1717255.14017568
"ZAF";"Not Applicable";10;860050.883263993
"ZAF";"Not Reported";684;4504456.79866898
"ZAF";"V";2;4390.27015920326
"ZAF,LSO";"Not Applicable";1;244503.093905278
"ZMB";"II";17;6037675.2891664
"ZMB";"IV";1;12694.8677412295
"ZMB";"Not Applicable";2;400514.350921496
"ZMB";"Not Reported";462;7301276.6293157
"ZMB";"VI";36;14073795.4629576
"ZMB,ZWE";"Not Applicable";1;7714.72163908035
"ZWE";"Ib";1;954.161495218204
"ZWE";"II";10;2686963.9507961
"ZWE";"III";1;2647.91829762001
"ZWE";"IV";1;12526.0258454852
"ZWE";"Not Applicable";1;671550.363036306
"ZWE";"Not Reported";147;5984532.38631738
"ZWE";"V";10;375604.636826279
"ZWE";"VI";18;1900131.72758512
